Time,Voltage ,Temprature
941.9221575,1.062818,-30.39808119
943.9077968,1.061402857,-30.82417021
945.8964999,1.060078333,-31.31222005
947.651157,1.059402,-31.75956236
949.4363538,1.058033333,-32.18098825
951.1960774,1.057455,-32.59961025
952.9468595,1.05594,-33.04176946
954.9203464,1.054198571,-33.54464241
956.90141,1.052628333,-34.08853256
958.6554183,1.050644,-34.54160466
960.3940672,1.049318333,-35.04427343
962.2907397,1.048116,-35.50463321
964.0377163,1.047123333,-35.93556279
965.8224588,1.046106,-36.35896683
967.5795888,1.044863333,-36.82202091
969.3489044,1.043403333,-37.22909626
971.3395979,1.041915714,-37.71521466
973.3246797,1.040554,-38.20690025
975.0887372,1.039141667,-38.65618977
976.8340819,1.037486,-39.09683412
978.6138225,1.0359,-39.54010758
980.3707797,1.034912,-39.96597546
982.22727,1.033652857,-40.48972548
984.4633866,1.031862,-41.05204056
986.1609389,1.0302875,-41.45355837
987.6852608,1.028471667,-41.93261536
989.8957608,1.02675,-42.48362565
991.6999172,1.025084,-42.95748163
993.3902378,1.023526667,-43.43414621
995.1418116,1.021746,-43.93961608
996.9214213,1.019821667,-44.47883507
998.8865145,1.017534286,-45.0338519
1000.859846,1.01579,-45.59914779
1002.580985,1.014118333,-46.09371271
1004.410545,1.01229,-46.6074527
1006.175983,1.010445,-47.092764
1007.929394,1.008475,-47.61059225
1009.733758,1.00721,-48.14769383
1011.501324,1.00616,-48.68244231
1013.465307,1.004191429,-49.24803266
1015.45224,1.00188,-49.80555631
1017.225592,0.9998,-50.34470698
1019.006399,0.997814,-50.87081689
1020.759556,0.995775,-51.38874767
1022.502548,0.993784,-51.90096917
1024.519589,0.991627143,-52.50781088
1026.494735,0.98911,-53.16224658
1028.276399,0.986591667,-53.70437569
1030.005331,0.98405,-54.17045853
1031.79668,0.982128333,-54.65713912
1033.543614,0.979972,-55.16488824
1035.316266,0.977786667,-55.67085151
1037.296323,0.975571429,-56.24062462
1039.288427,0.975682,-56.79950702
1041.048354,0.977131667,-57.27636148
1042.79868,0.974871667,-57.72835167
1044.566815,0.972672,-58.19051147
1046.332979,0.970505,-58.67719134
1048.09178,0.968474,-59.16071637
1050.10322,0.966388571,-59.69486311
1052.080835,0.964081667,-60.24379979
1053.863152,0.962004,-60.73861815
1055.600588,0.95997,-61.21821129
1057.348087,0.957958,-61.68970982
1059.111413,0.956011667,-62.13709934
1061.104234,0.953462857,-62.69265597
1063.081725,0.950836667,-63.20990717
1064.857871,0.94891,-63.67786091
1066.631399,0.946845,-64.14748221
1068.404219,0.944918,-64.61537341
1070.164271,0.943091667,-65.07217028
1071.94093,0.94075,-65.53412976
1073.918443,0.938204286,-66.05057551
1075.897524,0.935958,-66.56974661
1077.655635,0.933735,-67.01617757
1079.415746,0.931474,-67.45460113
1081.200702,0.92938,-67.88005306
1082.970407,0.927176667,-68.30764328
1084.729039,0.925014,-68.74951561
1086.716689,0.922781429,-69.24171661
1088.685713,0.920436667,-69.73116263
1090.453413,0.91828,-70.15155143
1092.21418,0.916288333,-70.57663126
1093.96468,0.914348,-71.00484489
1095.735657,0.91221,-71.40694485
1097.710795,0.909854286,-71.85879278
1099.706174,0.907546,-72.35584391
1101.485293,0.905505,-72.79408628
1103.244987,0.90356,-73.20479563
1105.014418,0.901663333,-73.63761825
1106.787298,0.899696,-74.05882571
1108.551502,0.897726667,-74.48282337
1110.545149,0.89515,-74.92310027
1112.511612,0.89267,-75.38342028
1114.267635,0.890622,-75.78257988
1116.024009,0.888888333,-76.19832249
1117.783821,0.887068,-76.64458162
1119.543781,0.885096667,-77.06020478
1121.515905,0.882734286,-77.54510375
1123.513548,0.880634,-77.96499742
1125.264657,0.878736667,-78.35929376
1127.026146,0.876643333,-78.76528378
1128.7845,0.874614,-79.17364678
1130.555841,0.872575,-79.57713859
1132.331373,0.870584,-79.9619066
1134.31506,0.868524286,-80.39328475
1136.285556,0.8663,-80.81312558
1138.049758,0.864056667,-81.18291684
1139.818335,0.861958,-81.5565439
1141.582248,0.860066667,-81.94107797
1143.357816,0.858282,-82.32049937
1145.338513,0.85629875,-82.7144863
1147.318556,0.85435,-83.08663969
1149.10618,0.852431667,-83.4494653
1150.857757,0.850468,-83.80630083
1152.636477,0.848626667,-84.19701584
1154.407009,0.846805,-84.54373669
1156.185826,0.845186,-84.9090772
1158.164334,0.843421429,-85.30915406
1160.145253,0.8416,-85.72030575
1161.909864,0.839798333,-86.05536277
1163.659298,0.838026,-86.42358991
1165.428602,0.836185,-86.7643893
1167.199057,0.834372,-87.12755768
1168.959882,0.832595,-87.48131041
1170.930599,0.830512857,-87.89299923
1172.903494,0.828538,-88.25991034
1174.663991,0.826756667,-88.59251323
1176.427952,0.825078,-88.94688426
1178.179331,0.823351667,-89.30103661
1180.142175,0.821345714,-89.67024605
1182.114702,0.819335,-90.05204188
1183.900302,0.817608,-90.42128592
1185.663779,0.815948333,-90.80413035
1187.455669,0.814292,-91.17244517
1189.224487,0.812566667,-91.51492717
1190.980921,0.810735,-91.86210458
1192.955117,0.80889,-92.24077489
1194.950809,0.807266,-92.61410712
1196.725837,0.80558,-92.96704555
1198.493827,0.804026,-93.33878458
1200.257691,0.802576667,-93.66747052
1202.014346,0.800863333,-94.02233204
1203.79248,0.79932,-94.37852937
1205.772518,0.797572857,-94.76221302
1207.744702,0.795675,-95.12574405
1209.493264,0.794008,-95.48088639
1211.269916,0.792506667,-95.8157375
1213.036062,0.791052,-96.1303443
1214.808545,0.78957,-96.48666817
1216.577522,0.787911667,-96.84943555
1218.55142,0.78611,-97.2285478
1220.529813,0.78446,-97.58078999
1222.302579,0.782998333,-97.89873568
1224.064157,0.78145,-98.24714664
1225.837821,0.779883333,-98.5563969
1227.613864,0.778185,-98.88409833
1229.589305,0.776288571,-99.26782325
1231.567331,0.774634,-99.62203652
1233.317848,0.773261667,-99.96356126
1235.088146,0.771894,-100.2549409
1236.861039,0.770311667,-100.6122963
1238.632286,0.768644,-100.9212709
1240.386771,0.767105,-101.2432391
1242.358112,0.765425714,-101.6159747
1244.350036,0.76381,-101.9777318
1246.120612,0.762223333,-102.294348
1247.874904,0.760616,-102.612101
1249.643343,0.759086667,-102.8961817
1251.379251,0.757528,-103.2389776
1253.350962,0.75582,-103.6010636
1255.35098,0.754056667,-103.9750176
1257.120435,0.752445,-104.313976
1258.877904,0.750952,-104.6221764
1260.646603,0.74937,-104.926714
1262.397174,0.747846,-105.286166
1264.185535,0.746355,-105.5895073
1266.162287,0.744518571,-105.9396342
1268.144396,0.742796,-106.3223152
1269.895235,0.741305,-106.6373645
1271.64158,0.739844,-106.9693102
1273.400376,0.738415,-107.2612925
1275.165275,0.736785,-107.5935928
1277.151252,0.735156667,-107.9365407
1279.141579,0.733545,-108.3108278
1280.917293,0.731968333,-108.6008376
1282.674566,0.730596,-108.9272702
1284.464535,0.729151667,-109.2597414
1286.239845,0.727576,-109.5743153
1287.98832,0.72605,-109.9035581
1289.986401,0.724198571,-110.2644203
1291.983152,0.722518,-110.5983938
1293.757509,0.721163333,-110.9272841
1295.511598,0.719543333,-111.2521611
1297.265893,0.718094,-111.5566725
1299.03379,0.716625,-111.8784085
1300.823891,0.715132,-112.2000344
1302.799946,0.713667143,-112.5401683
1304.767169,0.712005,-112.8737533
1306.537613,0.710366667,-113.2075462
1308.269952,0.708804,-113.5467549
1310.032039,0.707151667,-113.8709332
1311.801369,0.705742,-114.174714
1313.775543,0.704318571,-114.5222339
1315.736932,0.703141667,-114.904135
1317.50791,0.701672,-115.1820232
1319.275259,0.7003,-115.4949729
1321.041946,0.698758333,-115.7935545
1322.812758,0.69725,-116.1239075
1324.592867,0.695935,-116.4225456
1326.572416,0.694258571,-116.7581694
1328.543362,0.692648,-117.1139852
1330.29178,0.691253333,-117.4698431
1332.060782,0.689936,-117.7799122
1333.830856,0.688626667,-118.1111442
1335.60841,0.687023333,-118.4249756
1337.604588,0.685315714,-118.787245
1339.587091,0.683888,-119.1306106
1341.372157,0.682473333,-119.4646723
1343.144219,0.680996,-119.7800477
1344.891636,0.679523333,-120.0761267
1346.654339,0.677868333,-120.3974396
1348.415735,0.676312,-120.7226152
1350.419117,0.674581429,-121.1262123
1352.417388,0.672865,-121.4967711
1354.180824,0.67157,-121.8286069
1355.956904,0.670301667,-122.164241
1357.704446,0.669062,-122.4929572
1359.461036,0.667771667,-122.8199992
1361.43849,0.666221429,-123.1566619
1363.403576,0.664734,-123.5296577
1365.151749,0.663343333,-123.868554
1366.903634,0.661974,-124.1825151
1368.684736,0.660605,-124.5069838
1370.456002,0.659083333,-124.8437784
1372.233028,0.657602,-125.1701621
1374.199956,0.65605,-125.5596647
1376.18668,0.65429,-125.9108546
1377.937191,0.652568,-126.2277361
1379.720273,0.65101,-126.5596428
1381.466725,0.649428333,-126.8872577
1383.245152,0.6479,-127.1897327
1385.023735,0.646361667,-127.4913204
1387.01649,0.644645714,-127.8686022
1389.005713,0.643106,-128.2539555
1390.754466,0.641676667,-128.6154352
1392.530324,0.640218,-128.9380113
1394.294119,0.638713333,-129.2707386
1396.0771,0.637281667,-129.6080511
1397.842737,0.635878,-129.9529757
1399.830507,0.634318571,-130.3377334
1401.813612,0.632896667,-130.7297793
1403.591957,0.631596,-131.0510134
1405.353202,0.630191667,-131.3761014
1407.091611,0.628741667,-131.7473067
1408.85179,0.627472,-132.0906018
1410.65293,0.62597,-132.4197824
1412.628795,0.624318571,-132.8021047
1414.60859,0.622671667,-133.2044304
1416.369339,0.621292,-133.5361572
1418.120691,0.619935,-133.8704338
1419.885449,0.61847,-134.2131623
1421.647823,0.616865,-134.571137
1423.625028,0.615118571,-134.9663771
1425.621548,0.613574,-135.383107
1427.386295,0.612176667,-135.7650333
1429.145424,0.610758,-136.1380707
1430.917736,0.609188333,-136.4975268
1432.675815,0.607571667,-136.8470985
1434.660472,0.60577,-137.2324078
1436.634262,0.604224,-137.6531054
1438.428946,0.602795,-138.0378898
1440.186882,0.601344,-138.3624057
1441.969484,0.599835,-138.7080819
1443.714286,0.598542,-139.072459
1445.474095,0.597125,-139.4679383
1447.483609,0.595425714,-139.8973493
1449.473225,0.593685,-140.3097615
1451.2211,0.59225,-140.6913478
1452.97268,0.590838333,-141.057684
1454.756856,0.589346,-141.4683287
1456.528464,0.587758333,-141.845876
1458.292229,0.586266,-142.2373327
1460.279554,0.584777143,-142.6679951
1462.254646,0.583275,-143.1003361
1464.019913,0.581954,-143.5365612
1465.779461,0.580508333,-143.9100705
1467.539857,0.578711667,-144.2805285
1469.294975,0.577066,-144.6983838
1471.256207,0.575404286,-145.1341097
1473.238309,0.573461667,-145.5396101
1475.013444,0.571824,-145.9587953
1476.760168,0.570165,-146.4072086
1478.512257,0.56862,-146.8323561
1480.279646,0.567073333,-147.2505267
1482.053323,0.56548,-147.683841
1484.039099,0.563851429,-148.1995044
1486.026862,0.562076667,-148.6839921
1487.78714,0.560516,-149.1357382
1489.557057,0.558605,-149.6120009
1491.314534,0.556778333,-150.0982674
1493.083335,0.555004,-150.6010316
1495.050985,0.5532,-151.052614
1497.036888,0.551121667,-151.6310245
1498.799036,0.549348,-152.1368314
1500.566954,0.547586667,-152.6591573
1502.345381,0.54596,-153.1653376
1504.090046,0.544303333,-153.696608
1505.857112,0.54254,-154.2272981
1507.844463,0.540551429,-154.8660917
1509.832257,0.538386667,-155.4821632
