x-axis,1,2
second,Volt,Volt
-179.8000E-06,,
-179.5500E-06,+25.5280309786E+00,-4.8589308E-03
-179.3000E-06,+25.5280309786E+00,-4.8572399E-03
-179.0500E-06,+25.5280309786E+00,-4.8523856E-03
-178.8000E-06,+25.5280309786E+00,-4.8489709E-03
-178.5500E-06,+25.5280309786E+00,-4.8450589E-03
-178.3000E-06,+25.5280309786E+00,-4.8366845E-03
-178.0500E-06,+25.5280309786E+00,-4.8290639E-03
-177.8000E-06,+25.5280309786E+00,-4.8220716E-03
-177.5500E-06,+25.5280309786E+00,-4.8144959E-03
-177.3000E-06,+25.5280309786E+00,-4.8112875E-03
-177.0500E-06,+25.5280309786E+00,-4.8139587E-03
-176.8000E-06,+25.5280309786E+00,-4.8173903E-03
-176.5500E-06,+25.5280309786E+00,-4.8214739E-03
-176.3000E-06,+25.5280309786E+00,-4.8281371E-03
-176.0500E-06,+25.5280309786E+00,-4.8348172E-03
-175.8000E-06,+25.5280309786E+00,-4.8423604E-03
-175.5500E-06,+25.5280309786E+00,-4.8544611E-03
-175.3000E-06,+25.5280309786E+00,-4.8632405E-03
-175.0500E-06,+25.5280309786E+00,-4.8725211E-03
-174.8000E-06,+25.5280309786E+00,-4.8717505E-03
-174.5500E-06,+25.5280309786E+00,-4.8829193E-03
-174.3000E-06,+25.5280309786E+00,-4.8959258E-03
-174.0500E-06,+25.5280309786E+00,-4.8912409E-03
-173.8000E-06,+25.5280309786E+00,-4.9062230E-03
-173.5500E-06,+25.5280309786E+00,-4.9303141E-03
-173.3000E-06,+25.5280309786E+00,-4.9477484E-03
-173.0500E-06,+25.5280309786E+00,-4.9665650E-03
-172.8000E-06,+25.5280309786E+00,-4.9801908E-03
-172.5500E-06,+25.5280309786E+00,-4.9980270E-03
-172.3000E-06,+25.5280309786E+00,-5.0178583E-03
-172.0500E-06,+25.5280309786E+00,-5.0371161E-03
-171.8000E-06,+25.5280309786E+00,-5.0646986E-03
-171.5500E-06,+25.5280309786E+00,-5.0927220E-03
-171.3000E-06,+25.5280309786E+00,-5.1225768E-03
-171.0500E-06,+25.5280309786E+00,-5.1499126E-03
-170.8000E-06,+25.5280309786E+00,-5.1797595E-03
-170.5500E-06,+25.5280309786E+00,-5.2099916E-03
-170.3000E-06,+25.5280309786E+00,-5.2408550E-03
-170.0500E-06,+25.5280309786E+00,-5.2769441E-03
-169.8000E-06,+25.5280309786E+00,-5.3045907E-03
-169.5500E-06,+25.5280309786E+00,-5.3414047E-03
-169.3000E-06,+25.5280309786E+00,-5.3750447E-03
