x-axis,1,2
second,Volt,Volt
-29.8000E-06,,
-29.7000E-06,+25.5280309786E+00,-2.5433448E-03
-29.6000E-06,+25.5280309786E+00,-2.5437972E-03
-29.5000E-06,+25.5280309786E+00,-2.5478487E-03
-29.4000E-06,+25.5280309786E+00,-2.5522894E-03
-29.3000E-06,+25.5280309786E+00,-2.5557317E-03
-29.2000E-06,+25.5280309786E+00,-2.5531751E-03
-29.1000E-06,+25.5280309786E+00,-2.5595255E-03
-29.0000E-06,+25.5280309786E+00,-2.5610093E-03
-28.9000E-06,+25.5280309786E+00,-2.5602477E-03
-28.8000E-06,+25.5280309786E+00,-2.5624261E-03
-28.7000E-06,+25.5280309786E+00,-2.5579418E-03
-28.6000E-06,+25.5280309786E+00,-2.5613849E-03
-28.5000E-06,+25.5280309786E+00,-2.5585872E-03
-28.4000E-06,+25.5280309786E+00,-2.5569671E-03
-28.3000E-06,+25.5280309786E+00,-2.5649421E-03
-28.2000E-06,+25.5280309786E+00,-2.5679542E-03
-28.1000E-06,+25.5280309786E+00,-2.5624894E-03
-28.0000E-06,+25.5280309786E+00,-2.5649333E-03
-27.9000E-06,+25.5280309786E+00,-2.5678350E-03
-27.8000E-06,+25.5280309786E+00,-2.5675720E-03
-27.7000E-06,+25.5280309786E+00,-2.5671810E-03
-27.6000E-06,+25.5280309786E+00,-2.5696501E-03
-27.5000E-06,+25.5280309786E+00,-2.5618268E-03
-27.4000E-06,+25.5280309786E+00,-2.5614685E-03
-27.3000E-06,+25.5280309786E+00,-2.5587651E-03
-27.2000E-06,+25.5280309786E+00,-2.5634128E-03
-27.1000E-06,+25.5280309786E+00,-2.5645453E-03
-27.0000E-06,+25.5280309786E+00,-2.5652506E-03
-26.9000E-06,+25.5280309786E+00,-2.5685997E-03
-26.8000E-06,+25.5280309786E+00,-2.5732320E-03
-26.7000E-06,+25.5280309786E+00,-2.5875807E-03
-26.6000E-06,+25.5280309786E+00,-2.5991458E-03
-26.5000E-06,+25.5280309786E+00,-2.5996401E-03
-26.4000E-06,+25.5280309786E+00,-2.6069097E-03
-26.3000E-06,+25.5280309786E+00,-2.6157192E-03
-26.2000E-06,+25.5280309786E+00,-2.6243706E-03
-26.1000E-06,+25.5280309786E+00,-2.6209431E-03
-26.0000E-06,+25.5280309786E+00,-2.6179521E-03
-25.9000E-06,+25.5280309786E+00,-2.6281200E-03
-25.8000E-06,+25.5280309786E+00,-2.6344673E-03
-25.7000E-06,+25.5280309786E+00,-2.6296757E-03
-25.6000E-06,+25.5280309786E+00,-2.6246524E-03
